Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Adult
1,1,1,9119,1,Complete Secondary Education,131.0,1,Higher Education - Undergraduate,Complete Secondary Education,Technicians,Management,135.9,0,0,0,1,1,0,18,0,0,5,10,2,14.0,0,0,5,7,3,11.0,1,7.6,2.6,0.32,Enrolled,0
1,1,5,171,1,Complete Secondary Education,160.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,139.7,0,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0
1,1,4,9147,1,Complete Secondary Education,117.0,1,Complete Secondary Education,Other Specific Qualifications,Craft and Related Trades,Plant and Machine Operators,117.0,1,0,0,1,1,0,19,0,0,5,5,4,10.75,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled,0
1,39,1,9556,1,Other,133.1,1,Incomplete Secondary Education,Complete Secondary Education,Agriculture and Fishery,Elementary Occupations,105.0,0,0,0,1,1,0,25,0,0,7,14,4,12.95,1,0,7,11,4,13.125,1,15.5,2.8,-4.06,Dropout,1
1,1,3,9500,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Administrative,130.5,1,0,0,1,0,0,19,0,0,7,7,6,12.45,0,0,7,7,6,12.45,0,7.6,2.6,0.32,Graduate,0
1,44,1,9991,0,Other,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,0,1,0,0,31,0,2,6,12,4,12.25,0,3,7,9,7,12.0,0,9.4,-0.8,-3.12,Enrolled,1
1,1,3,9500,1,Complete Secondary Education,137.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Technicians,131.5,1,0,0,1,0,1,20,0,0,8,8,8,13.38125,0,0,8,8,8,13.38125,0,9.4,-0.8,-3.12,Graduate,0
1,42,1,9500,1,Complete Secondary Education,133.1,41,Higher Education - Undergraduate,Complete Secondary Education,Professionals,Elementary Occupations,100.0,1,0,0,0,0,0,33,1,1,7,10,5,12.16,0,0,6,7,5,11.34,0,12.4,0.5,1.79,Dropout,1
1,44,1,9085,1,Other,140.0,1,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Technicians,140.0,0,0,1,0,0,0,24,0,2,6,11,4,12.5,0,1,6,18,2,11.5,0,12.4,0.5,1.79,Enrolled,1
1,17,4,9238,1,Complete Secondary Education,140.0,1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.2,1,0,0,1,0,1,18,0,0,6,8,6,12.75,0,0,6,10,6,12.16666667,0,12.7,3.7,-1.7,Graduate,0
1,17,2,9500,1,Complete Secondary Education,135.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Elementary Occupations,133.5,1,0,0,1,0,0,19,0,0,8,8,8,13.3425,0,0,8,8,8,13.3425,0,9.4,-0.8,-3.12,Graduate,0
1,1,4,9500,1,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,133.2,1,0,0,1,0,1,20,0,0,7,10,7,14.175,0,0,8,14,6,13.03125,0,15.5,2.8,-4.06,Graduate,0
2,39,1,9500,1,Complete Secondary Education,100.0,1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Technicians,130.0,0,0,0,1,1,1,33,0,0,8,16,1,10.0,1,0,8,16,1,10.0,1,12.7,3.7,-1.7,Enrolled,1
1,39,1,9119,1,Complete Secondary Education,160.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,129.0,0,0,0,1,1,0,24,0,0,5,9,0,0.0,0,0,5,8,2,14.5,2,7.6,2.6,0.32,Dropout,1
1,39,1,9991,0,Other,133.1,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Technicians,100.0,0,0,0,1,1,0,24,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout,1
1,17,1,9085,1,Complete Secondary Education,128.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,116.5,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,5,12.14285714,0,10.8,1.4,1.74,Graduate,0
1,1,2,9254,1,Complete Secondary Education,121.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,124.2,1,0,0,1,0,1,18,0,0,6,8,6,10.57142857,0,0,6,9,5,11.4,0,16.2,0.3,-0.92,Graduate,0
1,51,1,9085,1,Complete Secondary Education,127.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Craft and Related Trades,138.8,1,0,0,1,0,0,22,0,4,12,19,11,14.15384615,0,5,12,20,12,15.42857143,0,8.9,1.4,3.51,Graduate,1
1,1,1,9773,1,Complete Secondary Education,132.0,1,Higher Education - Undergraduate,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,126.4,1,1,0,1,0,1,18,0,0,6,9,6,11.16666667,0,0,6,11,5,12.4,0,10.8,1.4,1.74,Graduate,0
1,1,1,171,1,Complete Secondary Education,147.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Professionals,Elementary Occupations,151.9,1,0,0,1,0,0,21,0,13,17,20,17,12.0,0,14,17,18,17,12.66666667,0,11.1,0.6,2.02,Graduate,1
2,39,1,9991,0,Complete Secondary Education,110.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Management,120.0,1,0,0,1,0,0,38,0,0,5,11,3,11.33333333,0,0,5,9,4,12.0,0,9.4,-0.8,-3.12,Dropout,1
1,43,1,9238,1,Complete Secondary Education,142.0,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,131.9,0,0,0,1,0,1,29,0,9,16,17,16,12.58823529,0,10,13,14,13,13.35714286,0,9.4,-0.8,-3.12,Graduate,1
1,44,1,9130,1,Other,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Plant and Machine Operators,130.0,1,0,0,1,0,1,20,0,0,6,11,4,12.0,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,Enrolled,0
1,17,1,9254,1,Complete Secondary Education,131.0,1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Plant and Machine Operators,131.7,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0
2,43,1,9991,0,Complete Secondary Education,110.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,132.5,0,0,0,1,1,0,37,0,7,12,13,12,12.25,0,8,13,13,13,12.84615385,0,9.4,-0.8,-3.12,Graduate,1
1,1,3,9147,1,Complete Secondary Education,128.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Administrative,Elementary Occupations,116.5,0,0,0,1,1,0,20,0,0,5,7,5,11.6,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate,0
1,1,1,9130,1,Complete Secondary Education,136.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Other,Craft and Related Trades,133.9,1,0,0,0,1,0,20,0,0,5,7,4,13.0,0,0,5,11,3,12.0,2,10.8,1.4,1.74,Dropout,0
2,39,1,9119,1,Complete Secondary Education,120.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,145.4,0,0,1,1,1,0,40,0,0,5,11,3,10.66666667,0,0,5,5,2,12.5,0,16.2,0.3,-0.92,Dropout,1
2,39,1,8014,0,Complete Secondary Education,140.0,1,Other Specific Qualifications,Higher Education - Undergraduate,Plant and Machine Operators,Elementary Occupations,172.0,0,0,0,1,1,0,44,0,5,11,21,9,12.33333333,0,8,11,16,9,11.0,0,12.4,0.5,1.79,Enrolled,1
1,1,1,9147,1,Complete Secondary Education,118.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,111.0,0,0,0,0,1,0,21,0,0,5,7,2,11.0,0,0,5,9,3,11.42857143,0,10.8,1.4,1.74,Dropout,1
1,44,1,9070,1,Other,120.0,1,Higher Education - Undergraduate,Incomplete Secondary Education,Professionals,Craft and Related Trades,120.0,0,0,0,1,1,0,21,0,2,7,10,6,13.42857143,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,Graduate,1
1,1,6,9500,1,Complete Secondary Education,151.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Management,129.8,1,0,0,1,1,0,18,0,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,Graduate,0
1,1,5,9500,1,Complete Secondary Education,130.0,1,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Elementary Occupations,118.1,1,0,0,1,1,0,18,0,0,7,10,6,12.03571429,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled,0
1,39,1,9003,1,Complete Secondary Education,140.0,1,Higher Education - Undergraduate,Complete Secondary Education,Administrative,Plant and Machine Operators,130.0,0,0,0,1,1,0,27,0,0,6,6,6,14.16666667,0,0,6,7,6,13.83333333,0,11.1,0.6,2.02,Graduate,1
2,39,1,9070,1,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,126.3,0,0,0,0,1,0,38,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,Dropout,1
1,18,1,9130,1,Complete Secondary Education,146.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Administrative,Management,137.8,0,0,0,1,1,0,18,0,0,6,11,5,13.6,0,0,6,13,3,12.66666667,0,13.9,-0.3,0.79,Dropout,0
1,17,4,9254,1,Complete Secondary Education,122.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Management,116.1,1,0,0,1,1,0,19,0,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,Enrolled,0
1,1,1,9130,1,Complete Secondary Education,121.0,1,Higher Education - Undergraduate,Incomplete Secondary Education,Management,Plant and Machine Operators,115.4,1,0,0,1,1,0,18,0,0,6,8,6,13.71428571,0,0,6,7,5,13.33333333,0,15.5,2.8,-4.06,Dropout,0
1,43,1,9773,1,Complete Secondary Education,127.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Service and Sales,110.0,0,0,1,0,1,0,19,0,0,6,10,3,11.66666667,0,0,6,11,2,10.0,0,16.2,0.3,-0.92,Dropout,0
1,39,1,9670,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Other,Other,97.4,0,0,1,0,1,0,44,0,0,6,9,1,14.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,1
1,44,1,9085,1,Other,130.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,130.0,1,1,0,1,1,0,26,0,2,6,20,4,12.5,0,1,6,16,3,10.0,0,15.5,2.8,-4.06,Dropout,1
1,43,1,9130,1,Complete Secondary Education,156.0,1,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Technicians,156.0,0,0,1,0,1,0,24,0,0,6,11,5,11.83333333,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,Dropout,1
1,39,1,9003,1,Complete Secondary Education,130.0,1,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Service and Sales,126.1,1,0,0,0,1,0,27,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1,39,1,9003,1,Complete Secondary Education,110.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Technicians,120.0,0,0,1,0,1,0,27,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1
1,43,1,9070,1,Complete Secondary Education,108.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,105.2,1,0,0,1,1,0,25,0,11,17,18,13,11.53846154,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,Dropout,1
1,44,1,9003,1,Complete Secondary Education,120.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Service and Sales,120.0,1,0,0,1,1,0,21,0,4,9,14,7,11.28571429,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled,1
1,1,1,171,1,Complete Secondary Education,150.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,137.8,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0
1,17,2,9070,1,Complete Secondary Education,152.0,1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,134.2,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled,0
1,44,1,9119,1,Other,150.0,1,Incomplete Secondary Education,Higher Education - Undergraduate,Administrative,Management,150.0,0,0,0,1,1,0,20,0,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,Enrolled,0
1,17,5,9119,1,Complete Secondary Education,123.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Plant and Machine Operators,116.0,1,0,1,0,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0
1,1,1,9119,1,Complete Secondary Education,150.0,1,Complete Secondary Education,Complete Secondary Education,Professionals,Professionals,143.4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled,0
1,17,1,171,1,Complete Secondary Education,145.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Professionals,Professionals,143.6,0,0,1,1,1,0,19,0,5,12,12,10,12.7,0,4,11,16,10,12.27272727,0,8.9,1.4,3.51,Enrolled,0
1,44,1,9130,1,Other,150.0,1,Complete Secondary Education,Other Specific Qualifications,Technicians,Craft and Related Trades,150.0,1,0,0,0,0,0,22,0,1,6,10,3,12.66666667,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1,1,4,9670,1,Complete Secondary Education,125.0,1,Higher Education - Undergraduate,Incomplete Secondary Education,Management,Administrative,118.0,1,0,0,1,0,0,19,0,0,6,7,6,14.42857143,0,0,6,8,6,15.0,2,16.2,0.3,-0.92,Graduate,0
1,1,4,9500,1,Complete Secondary Education,117.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Agriculture and Fishery,109.3,1,0,0,1,0,1,18,0,0,7,7,7,13.11714286,0,0,8,9,7,12.6,0,11.1,0.6,2.02,Graduate,0
1,1,2,9238,1,Complete Secondary Education,121.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Other,Other,119.3,1,0,1,1,0,0,20,0,0,6,7,6,12.66666667,0,0,6,7,6,11.83333333,0,8.9,1.4,3.51,Graduate,0
1,17,1,171,1,Complete Secondary Education,140.0,41,Complete Secondary Education,Complete Secondary Education,Administrative,Agriculture and Fishery,146.3,1,0,0,1,0,1,18,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0
1,39,1,9773,1,Complete Secondary Education,130.0,1,Complete Secondary Education,Incomplete Secondary Education,Management,Professionals,161.5,0,0,0,1,1,0,36,0,0,6,7,6,15.28571429,0,0,6,6,6,16.5,0,10.8,1.4,1.74,Graduate,1
1,15,1,9147,1,Complete Secondary Education,140.0,26,Other Specific Qualifications,Higher Education - Undergraduate,Service and Sales,Technicians,140.0,0,0,1,1,1,0,19,1,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,Graduate,0
1,53,1,9147,1,Other,140.0,1,Complete Secondary Education,Complete Secondary Education,Service and Sales,Service and Sales,142.2,0,0,0,1,1,1,21,0,6,11,11,11,12.63636364,0,3,9,11,9,12.6,0,8.9,1.4,3.51,Graduate,1
1,1,1,9147,1,Complete Secondary Education,140.0,1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,129.2,1,0,0,1,0,0,26,0,0,5,6,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1,39,1,9003,1,Complete Secondary Education,140.0,41,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,100.0,0,0,1,0,0,0,29,1,3,9,9,3,14.33333333,0,1,7,8,1,14.0,0,15.5,2.8,-4.06,Dropout,1
1,44,1,9254,1,Other,170.0,1,Incomplete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Professionals,170.0,0,0,0,0,1,0,26,0,2,8,14,8,15.125,0,1,6,12,6,13.66666667,0,11.1,0.6,2.02,Enrolled,1
1,7,1,9500,1,Higher Education - Bachelor/Degree,140.0,1,Higher Education - Undergraduate,Incomplete Secondary Education,Management,Service and Sales,140.0,0,0,0,1,1,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,1
1,51,1,9147,1,Complete Secondary Education,116.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,115.2,0,0,1,1,1,0,32,0,2,7,16,3,12.0,0,3,8,10,3,10.33333333,0,8.9,1.4,3.51,Enrolled,1
1,16,3,9853,1,Complete Secondary Education,134.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Administrative,121.4,1,0,0,1,0,1,23,0,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,Enrolled,1
1,39,1,9147,1,Complete Secondary Education,133.1,41,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Craft and Related Trades,134.8,0,0,0,1,0,0,24,1,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,Enrolled,1
1,1,2,9773,1,Complete Secondary Education,140.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,136.9,1,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate,0
1,42,1,9003,1,Complete Secondary Education,140.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,140.0,1,0,0,1,1,0,25,0,0,6,14,5,11.66666667,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,Enrolled,1
1,17,6,9254,1,Complete Secondary Education,108.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Administrative,112.2,1,0,0,1,1,0,19,0,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0
1,1,3,9773,1,Complete Secondary Education,149.0,1,Complete Secondary Education,Higher Education - Undergraduate,Other,Other,148.7,0,0,0,0,1,0,20,0,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,Dropout,0
2,1,1,9254,1,Complete Secondary Education,140.0,1,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Agriculture and Fishery,133.0,0,0,0,1,1,0,33,0,3,9,11,9,12.8,0,2,7,9,7,11.42857143,0,12.7,3.7,-1.7,Graduate,1
2,39,1,9991,0,Complete Secondary Education,140.0,1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,150.0,0,0,1,1,1,0,35,0,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,Dropout,1
1,1,1,9147,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,98.0,1,0,0,1,1,0,23,0,0,5,8,4,11.4,0,0,5,7,4,11.0,0,11.1,0.6,2.02,Graduate,1
1,1,1,9500,1,Complete Secondary Education,125.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,122.4,1,0,0,1,1,0,19,0,0,7,7,7,13.72571429,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate,0
1,1,1,9670,1,Complete Secondary Education,133.1,1,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,139.0,0,0,0,1,1,0,21,0,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,Enrolled,1
1,1,5,9070,1,Complete Secondary Education,133.1,1,Complete Secondary Education,Incomplete Secondary Education,Professionals,Professionals,112.0,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,11.16666667,0,11.1,0.6,2.02,Graduate,1
1,39,1,9500,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Agriculture and Fishery,143.8,0,0,0,1,1,0,27,0,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,Dropout,1
1,17,3,9147,1,Complete Secondary Education,122.0,1,Higher Education - Undergraduate,Other Specific Qualifications,Other,Other,116.1,1,0,1,1,1,0,19,0,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,Enrolled,0
1,7,2,9500,1,Higher Education - Bachelor/Degree,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,138.0,0,0,0,1,1,0,28,0,0,7,7,7,14.11428571,0,0,8,9,8,15.91111111,0,16.2,0.3,-0.92,Dropout,1
1,43,1,9147,1,Complete Secondary Education,123.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,110.0,0,0,0,1,1,0,25,0,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,Enrolled,1
2,39,1,9238,1,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Technicians,103.5,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1,7,1,9991,0,Higher Education - Bachelor/Degree,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,140.0,0,0,0,1,1,0,27,0,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,Graduate,1
1,1,1,9070,1,Complete Secondary Education,116.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Other,Management,108.7,1,0,0,1,1,0,23,0,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,Dropout,1
1,17,3,9254,1,Complete Secondary Education,118.0,1,Incomplete Secondary Education,Complete Secondary Education,Technicians,Technicians,115.9,1,0,0,1,1,1,18,0,0,6,7,6,12.14285714,0,0,6,8,6,11.33333333,0,8.9,1.4,3.51,Graduate,0
2,39,1,9500,1,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Technicians,127.3,0,0,0,1,1,0,26,0,0,8,8,7,13.07571429,0,0,8,8,7,13.07571429,0,10.8,1.4,1.74,Graduate,1
1,1,4,9147,1,Complete Secondary Education,146.0,1,Higher Education - Undergraduate,Complete Secondary Education,Professionals,Elementary Occupations,138.7,0,0,0,1,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,0
1,39,1,9991,0,Complete Secondary Education,150.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,135.8,0,0,1,1,1,0,29,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,Dropout,1
1,17,1,9085,1,Complete Secondary Education,137.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Agriculture and Fishery,134.6,1,0,0,1,1,0,22,0,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout,1
1,43,1,9500,1,Complete Secondary Education,136.0,1,Incomplete Secondary Education,Other Specific Qualifications,Other,Other,118.4,1,0,0,1,0,0,21,0,0,7,12,4,13.125,0,0,7,8,6,12.33333333,0,13.9,-0.3,0.79,Enrolled,1
1,1,3,9500,1,Complete Secondary Education,134.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Plant and Machine Operators,132.8,1,0,0,1,0,1,19,0,0,8,8,7,13.51285714,0,0,8,8,7,13.51285714,0,10.8,1.4,1.74,Graduate,0
1,1,1,9238,1,Complete Secondary Education,160.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,155.5,1,0,0,1,0,1,18,0,0,6,7,6,12.83333333,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate,0
1,1,3,9085,1,Complete Secondary Education,126.0,1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,132.0,1,0,0,1,0,1,18,0,0,5,8,3,15.0,2,0,5,9,3,11.66666667,0,9.4,-0.8,-3.12,Dropout,0
1,39,1,9003,1,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Plant and Machine Operators,110.0,0,0,1,0,0,0,40,0,0,6,12,5,12.8,0,0,6,16,3,13.33333333,0,11.1,0.6,2.02,Dropout,1
1,17,3,9254,1,Complete Secondary Education,114.0,26,Other Specific Qualifications,Higher Education - Undergraduate,Plant and Machine Operators,Professionals,127.3,1,0,1,0,0,0,20,1,0,6,14,3,12.33333333,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,0
1,1,3,9500,1,Complete Secondary Education,139.0,1,Higher Education - Undergraduate,Complete Secondary Education,Technicians,Management,126.0,1,0,0,1,1,0,18,0,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,Dropout,0
1,43,2,8014,0,Higher Education - Bachelor/Degree,130.0,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,130.0,0,0,0,1,1,0,31,0,8,12,21,12,12.33333333,0,6,10,13,7,13.28571429,2,7.6,2.6,0.32,Graduate,1
1,1,2,9147,1,Complete Secondary Education,131.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,118.8,0,0,0,1,1,1,18,0,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate,0
1,43,2,9670,1,Complete Secondary Education,130.0,1,Incomplete Secondary Education,Complete Secondary Education,Technicians,Technicians,127.6,1,0,0,1,1,0,22,0,4,6,6,6,11.83333333,0,0,6,11,4,11.14285714,0,10.8,1.4,1.74,Dropout,1
1,51,1,9147,1,Other,133.1,1,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Administrative,112.1,0,0,1,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,1
1,43,1,9991,0,Higher Education - Bachelor/Degree,130.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Plant and Machine Operators,130.0,0,0,0,1,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1
1,1,3,9119,1,Complete Secondary Education,117.0,1,Complete Secondary Education,Complete Secondary Education,Professionals,Administrative,111.1,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled,0
